[2022-10-16 13:47:33.491892] [0x0000a8b8] [info] Start launching threads
[2022-10-16 13:47:33.524348] [0x00002938] [info] Thread in process, please stand by
[2022-10-16 13:47:35.940609] [0x00005924] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.940609] [0x0000895c] [info] Thread has been released
[2022-10-16 13:47:35.941609] [0x000073a8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.941609] [0x0000535c] [info] Thread has been released
[2022-10-16 13:47:35.942609] [0x00006aac] [info] Thread has been released
[2022-10-16 13:47:35.943613] [0x00004fb8] [info] Thread has been released
[2022-10-16 13:47:35.943613] [0x00007798] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.943613] [0x00003650] [info] Thread has been released
[2022-10-16 13:47:35.944610] [0x0000797c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.945609] [0x00009708] [info] Thread has been released
[2022-10-16 13:47:35.945609] [0x0000b200] [info] Thread has been released
[2022-10-16 13:47:35.946608] [0x00006b34] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.946608] [0x0000c1f0] [info] Thread has been released
[2022-10-16 13:47:35.947611] [0x00005ad8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.947611] [0x00006c2c] [info] Thread has been released
[2022-10-16 13:47:35.948608] [0x00000da0] [info] Thread has been released
[2022-10-16 13:47:35.948608] [0x00002b10] [info] Thread has been released
[2022-10-16 13:47:35.949612] [0x00002314] [info] Thread has been released
[2022-10-16 13:47:35.950610] [0x00005fb0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.950610] [0x0000a790] [info] Thread has been released
[2022-10-16 13:47:35.951609] [0x00005b88] [info] Thread has been released
[2022-10-16 13:47:35.951609] [0x00005cdc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.952608] [0x00006270] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.952608] [0x0000ad80] [info] Thread has been released
[2022-10-16 13:47:35.953608] [0x00006634] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.954608] [0x00000cd0] [info] Thread has been released
[2022-10-16 13:47:35.955610] [0x00005718] [info] Thread has been released
[2022-10-16 13:47:35.956609] [0x000067a0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.956609] [0x00003180] [info] Thread has been released
[2022-10-16 13:47:35.957609] [0x00009cec] [info] Thread has been released
[2022-10-16 13:47:35.957609] [0x0000359c] [info] Thread has been released
[2022-10-16 13:47:35.958613] [0x00007ed4] [info] Thread has been released
[2022-10-16 13:47:35.958613] [0x00006dbc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.959613] [0x00005220] [info] Thread has been released
[2022-10-16 13:47:35.959613] [0x00009b58] [info] Thread has been released
[2022-10-16 13:47:35.960618] [0x000076c4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.960618] [0x00005c84] [info] Thread has been released
[2022-10-16 13:47:35.961608] [0x00009d2c] [info] Thread has been released
[2022-10-16 13:47:35.961608] [0x0000c290] [info] Thread has been released
[2022-10-16 13:47:35.962609] [0x0000c26c] [info] Thread has been released
[2022-10-16 13:47:35.963649] [0x0000c274] [info] Thread has been released
[2022-10-16 13:47:35.963649] [0x000071c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.964610] [0x0000c278] [info] Thread has been released
[2022-10-16 13:47:35.964610] [0x0000c27c] [info] Thread has been released
[2022-10-16 13:47:35.965609] [0x0000c280] [info] Thread has been released
[2022-10-16 13:47:35.965609] [0x0000c368] [info] Thread has been released
[2022-10-16 13:47:35.966609] [0x0000796c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.966609] [0x0000c28c] [info] Thread has been released
[2022-10-16 13:47:35.967609] [0x00005794] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.967609] [0x000047fc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.968609] [0x00007ae8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.968609] [0x0000c358] [info] Thread has been released
[2022-10-16 13:47:35.969610] [0x000070f4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.969610] [0x0000c344] [info] Thread has been released
[2022-10-16 13:47:35.970608] [0x0000c348] [info] Thread has been released
[2022-10-16 13:47:35.971608] [0x00005078] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.972608] [0x0000c34c] [info] Thread has been released
[2022-10-16 13:47:35.972608] [0x0000c350] [info] Thread has been released
[2022-10-16 13:47:35.973610] [0x000055a4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.974609] [0x0000c354] [info] Thread has been released
[2022-10-16 13:47:35.974609] [0x000067b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.975608] [0x0000c36c] [info] Thread has been released
[2022-10-16 13:47:35.975608] [0x0000c370] [info] Thread has been released
[2022-10-16 13:47:35.976609] [0x000059ec] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.976609] [0x0000c374] [info] Thread has been released
[2022-10-16 13:47:35.977609] [0x0000c378] [info] Thread has been released
[2022-10-16 13:47:35.977609] [0x00006250] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.978609] [0x0000c380] [info] Thread has been released
[2022-10-16 13:47:35.979607] [0x00007430] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.979607] [0x0000c384] [info] Thread has been released
[2022-10-16 13:47:35.980608] [0x00007848] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.981608] [0x00004104] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.981608] [0x00006584] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.981608] [0x0000c38c] [info] Thread has been released
[2022-10-16 13:47:35.982608] [0x0000c390] [info] Thread has been released
[2022-10-16 13:47:35.983608] [0x0000c394] [info] Thread has been released
[2022-10-16 13:47:35.983608] [0x0000c398] [info] Thread has been released
[2022-10-16 13:47:35.984609] [0x0000c39c] [info] Thread has been released
[2022-10-16 13:47:35.985610] [0x00007744] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.985610] [0x0000c3cc] [info] Thread has been released
[2022-10-16 13:47:35.985610] [0x00007c70] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.986609] [0x00003d30] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.987609] [0x0000c3d8] [info] Thread has been released
[2022-10-16 13:47:35.987609] [0x0000c3dc] [info] Thread has been released
[2022-10-16 13:47:35.988608] [0x0000b794] [info] Thread has been released
[2022-10-16 13:47:35.988608] [0x00005708] [info] Thread has been released
[2022-10-16 13:47:35.989609] [0x0000b498] [info] Thread has been released
[2022-10-16 13:47:35.989609] [0x000009e8] [info] Thread has been released
[2022-10-16 13:47:35.990609] [0x00003d58] [info] Thread has been released
[2022-10-16 13:47:35.990609] [0x00009d5c] [info] Thread has been released
[2022-10-16 13:47:35.991608] [0x0000ae00] [info] Thread has been released
[2022-10-16 13:47:35.992608] [0x00007c10] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.992608] [0x00004934] [info] Thread has been released
[2022-10-16 13:47:35.992608] [0x000079c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.993608] [0x0000667c] [info] Thread has been released
[2022-10-16 13:47:35.994608] [0x00006ca0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.994608] [0x0000155c] [info] Thread has been released
[2022-10-16 13:47:35.995609] [0x0000ad40] [info] Thread has been released
[2022-10-16 13:47:35.995609] [0x0000a62c] [info] Thread has been released
[2022-10-16 13:47:35.995609] [0x00001fac] [info] Thread has been released
[2022-10-16 13:47:35.996609] [0x00007ce0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.996609] [0x0000b06c] [info] Thread has been released
[2022-10-16 13:47:35.997611] [0x000040c4] [info] Thread has been released
[2022-10-16 13:47:35.998609] [0x0000684c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.998609] [0x00004658] [info] Thread has been released
[2022-10-16 13:47:35.998609] [0x0000a37c] [info] Thread has been released
[2022-10-16 13:47:35.999608] [0x00007f58] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.999608] [0x00005b20] [info] Thread has been released
[2022-10-16 13:47:36.000608] [0x00009f34] [info] Thread has been released
[2022-10-16 13:47:36.001609] [0x00007d34] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.001609] [0x00008e94] [info] Thread has been released
[2022-10-16 13:47:36.002608] [0x00007bd0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.002608] [0x00004a5c] [info] Thread has been released
[2022-10-16 13:47:36.002608] [0x0000a3a0] [info] Thread has been released
[2022-10-16 13:47:36.003608] [0x000041a8] [info] Thread has been released
[2022-10-16 13:47:36.004608] [0x00002d54] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.004608] [0x0000b640] [info] Thread has been released
[2022-10-16 13:47:36.004608] [0x0000c058] [info] Thread has been released
[2022-10-16 13:47:36.005608] [0x00008008] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.006610] [0x00007248] [info] Thread has been released
[2022-10-16 13:47:36.006610] [0x0000b29c] [info] Thread has been released
[2022-10-16 13:47:36.007608] [0x00005d10] [info] Thread has been released
[2022-10-16 13:47:36.007608] [0x0000ae34] [info] Thread has been released
[2022-10-16 13:47:36.008609] [0x0000a7fc] [info] Thread has been released
[2022-10-16 13:47:36.008609] [0x00008c8c] [info] Thread has been released
[2022-10-16 13:47:36.008609] [0x0000b44c] [info] Thread has been released
[2022-10-16 13:47:36.009608] [0x00007be0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.009608] [0x00007e6c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.010609] [0x00004a70] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.010609] [0x000073a0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.011611] [0x0000aa28] [info] Thread has been released
[2022-10-16 13:47:36.011611] [0x000013f8] [info] Thread has been released
[2022-10-16 13:47:36.012608] [0x00005cec] [info] Thread has been released
[2022-10-16 13:47:36.012608] [0x00007e58] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.013609] [0x0000a710] [info] Thread has been released
[2022-10-16 13:47:36.013609] [0x00007a2c] [info] Thread has been released
[2022-10-16 13:47:36.014609] [0x00002ae8] [info] Thread has been released
[2022-10-16 13:47:36.014609] [0x000023c8] [info] Thread has been released
[2022-10-16 13:47:36.014609] [0x0000b208] [info] Thread has been released
[2022-10-16 13:47:36.016608] [0x00007ce8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.016608] [0x00002778] [info] Thread has been released
[2022-10-16 13:47:36.016608] [0x00007d80] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.017609] [0x000074c4] [info] Thread has been released
[2022-10-16 13:47:36.017609] [0x0000199c] [info] Thread has been released
[2022-10-16 13:47:36.018609] [0x00001598] [info] Thread has been released
[2022-10-16 13:47:36.019609] [0x000023a0] [info] Thread has been released
[2022-10-16 13:47:36.019609] [0x00007fb4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.020608] [0x000066d8] [info] Thread has been released
[2022-10-16 13:47:36.020608] [0x0000a050] [info] Thread has been released
[2022-10-16 13:47:36.021608] [0x0000806c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.021608] [0x000071b8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.021608] [0x0000b5e4] [info] Thread has been released
[2022-10-16 13:47:36.022608] [0x00007eb4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.023609] [0x0000a774] [info] Thread has been released
[2022-10-16 13:47:36.023609] [0x0000628c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.024609] [0x000056b8] [info] Thread has been released
[2022-10-16 13:47:36.024609] [0x00002128] [info] Thread has been released
[2022-10-16 13:47:36.025611] [0x000090e0] [info] Thread has been released
[2022-10-16 13:47:36.025611] [0x0000499c] [info] Thread has been released
[2022-10-16 13:47:36.026609] [0x00008070] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.026609] [0x000083fc] [info] Thread has been released
[2022-10-16 13:47:36.027608] [0x0000a3e8] [info] Thread has been released
[2022-10-16 13:47:36.027608] [0x0000a438] [info] Thread has been released
[2022-10-16 13:47:36.028608] [0x00003398] [info] Thread has been released
[2022-10-16 13:47:36.028608] [0x0000a920] [info] Thread has been released
[2022-10-16 13:47:36.029609] [0x00002d94] [info] Thread has been released
[2022-10-16 13:47:36.029609] [0x000070b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:36.029609] [0x000063a8] [info] Thread has been released
[2022-10-16 13:47:36.030608] [0x00000fa4] [info] Thread has been released
[2022-10-16 13:47:36.030608] [0x00004d50] [info] Thread has been released
[2022-10-16 13:47:36.031648] [0x000058c4] [info] Thread has been released
[2022-10-16 13:47:36.031648] [0x0000a20c] [info] Thread has been released
[2022-10-16 13:47:36.032608] [0x000018d0] [info] Thread has been released
[2022-10-16 13:47:36.032608] [0x0000615c] [info] Thread has been released
